timestamp,junction_id,location_name,vehicle_count,congestion_pct,traffic_level,weather_condition,day_of_week,is_weekend,hour_of_day
2024-01-10 06:30:00,J-105,Elm Rd & North Ring,9,9,LOW,Light Rain,Wednesday,0,6
2024-01-10 06:30:00,J-106,Lake View & Sector 3,6,9,LOW,Light Rain,Wednesday,0,6
2024-01-10 06:30:00,J-107,Industrial Bypass,5,10,LOW,Light Rain,Wednesday,0,6
2024-01-10 06:30:00,J-108,Station Rd & MG Ave,24,10,LOW,Light Rain,Wednesday,0,6
2024-01-10 06:45:00,J-101,Main St & 5th Ave,31,12,LOW,Clear,Wednesday,0,6
2024-01-10 06:45:00,J-102,Broadway & 8th,33,15,LOW,Clear,Wednesday,0,6
2024-01-10 06:45:00,J-103,Park Ave & Central,24,15,LOW,Clear,Wednesday,0,6
2024-01-10 06:45:00,J-104,Oak St & 2nd Ave,19,13,LOW,Clear,Wednesday,0,6
2024-01-10 06:45:00,J-105,Elm Rd & North Ring,10,10,LOW,Clear,Wednesday,0,6
2024-01-10 06:45:00,J-106,Lake View & Sector 3,8,13,LOW,Clear,Wednesday,0,6
2024-01-10 06:45:00,J-107,Industrial Bypass,5,10,LOW,Clear,Wednesday,0,6
2024-01-10 06:45:00,J-108,Station Rd & MG Ave,29,12,LOW,Clear,Wednesday,0,6
2024-01-10 07:00:00,J-101,Main St & 5th Ave,33,13,LOW,Clear,Wednesday,0,7
2024-01-10 07:00:00,J-102,Broadway & 8th,28,13,LOW,Clear,Wednesday,0,7
2024-01-10 07:00:00,J-103,Park Ave & Central,16,10,LOW,Clear,Wednesday,0,7
2024-01-10 07:00:00,J-104,Oak St & 2nd Ave,14,10,LOW,Clear,Wednesday,0,7
2024-01-10 07:00:00,J-105,Elm Rd & North Ring,14,15,LOW,Clear,Wednesday,0,7
2024-01-10 07:00:00,J-106,Lake View & Sector 3,8,13,LOW,Clear,Wednesday,0,7
2024-01-10 07:00:00,J-107,Industrial Bypass,5,10,LOW,Clear,Wednesday,0,7
2024-01-10 07:00:00,J-108,Station Rd & MG Ave,,13,LOW,Clear,Wednesday,0,7
2024-01-10 07:15:00,J-101,Main St & 5th Ave,25,10,LOW,Light Rain,Wednesday,0,7
2024-01-10 07:15:00,J-102,Broadway & 8th,22,10,LOW,Light Rain,Wednesday,0,7
2024-01-10 07:15:00,J-103,Park Ave & Central,16,10,LOW,Light Rain,Wednesday,0,7
2024-01-10 07:15:00,J-104,Oak St & 2nd Ave,15,10,LOW,Light Rain,Wednesday,0,7
2024-01-10 07:15:00,J-105,Elm Rd & North Ring,9,9,LOW,Light Rain,Wednesday,0,7
2024-01-10 07:15:00,J-106,Lake View & Sector 3,7,11,LOW,Light Rain,Wednesday,0,7
2024-01-10 07:15:00,J-107,Industrial Bypass,4,8,LOW,Light Rain,Wednesday,0,7
2024-01-10 07:15:00,J-108,Station Rd & MG Ave,30,13,LOW,Light Rain,Wednesday,0,7
2024-01-10 07:30:00,J-101,Main St & 5th Ave,77,31,LOW,Clear,Wednesday,0,7
2024-01-10 07:30:00,J-102,Broadway & 8th,71,32,LOW,Clear,Wednesday,0,7
2024-01-10 07:30:00,J-103,Park Ave & Central,67,43,MODERATE,Clear,Wednesday,0,7
2024-01-10 07:30:00,J-104,Oak St & 2nd Ave,46,33,LOW,Clear,Wednesday,0,7
2024-01-10 07:30:00,J-105,Elm Rd & North Ring,31,33,LOW,Clear,Wednesday,0,7
2024-01-10 07:30:00,J-106,Lake View & Sector 3,21,34,LOW,Clear,Wednesday,0,7
2024-01-10 07:30:00,J-107,Industrial Bypass,15,32,LOW,Clear,Wednesday,0,7
2024-01-10 07:30:00,J-108,Station Rd & MG Ave,74,32,LOW,Clear,Wednesday,0,7
2024-01-10 07:45:00,J-101,Main St & 5th Ave,95,38,LOW,Clear,Wednesday,0,7
2024-01-10 07:45:00,J-102,Broadway & 8th,78,36,LOW,Clear,Wednesday,0,7
2024-01-10 07:45:00,J-103,Park Ave & Central,63,40,MODERATE,Clear,Wednesday,0,7
2024-01-10 07:45:00,J-104,Oak St & 2nd Ave,63,45,MODERATE,Clear,Wednesday,0,7
2024-01-10 07:45:00,J-105,Elm Rd & North Ring,30,32,LOW,Clear,Wednesday,0,7
2024-01-10 07:45:00,J-106,Lake View & Sector 3,32,52,MODERATE,Clear,Wednesday,0,7
2024-01-10 07:45:00,J-107,Industrial Bypass,20,43,MODERATE,Clear,Wednesday,0,7
2024-01-10 07:45:00,J-108,Station Rd & MG Ave,87,37,LOW,Clear,Wednesday,0,7
2024-01-10 08:00:00,J-101,Main St & 5th Ave,133,54,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:00:00,J-102,Broadway & 8th,93,43,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:00:00,J-103,Park Ave & Central,72,46,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:00:00,J-104,Oak St & 2nd Ave,74,53,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:00:00,J-105,Elm Rd & North Ring,41,44,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:00:00,J-106,Lake View & Sector 3,33,53,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:00:00,J-107,Industrial Bypass,21,45,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:00:00,J-108,Station Rd & MG Ave,103,44,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:15:00,J-101,Main St & 5th Ave,147,59,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:15:00,J-102,Broadway & 8th,113,52,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:15:00,J-103,Park Ave & Central,80,52,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:15:00,J-104,Oak St & 2nd Ave,97,70,HIGH,Clear,Wednesday,0,8
2024-01-10 08:15:00,J-105,Elm Rd & North Ring,57,61,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:15:00,J-106,Lake View & Sector 3,27,43,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:15:00,J-107,Industrial Bypass,26,56,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:15:00,J-108,Station Rd & MG Ave,163,70,HIGH,Clear,Wednesday,0,8
2024-01-10 08:30:00,J-101,Main St & 5th Ave,179,72,HIGH,Clear,Wednesday,0,8
2024-01-10 08:30:00,J-102,Broadway & 8th,116,53,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:30:00,J-103,Park Ave & Central,92,59,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:30:00,J-104,Oak St & 2nd Ave,79,57,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:30:00,J-105,Elm Rd & North Ring,59,63,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:30:00,J-106,Lake View & Sector 3,29,47,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:30:00,J-107,Industrial Bypass,31,67,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:30:00,J-108,Station Rd & MG Ave,183,79,HIGH,Clear,Wednesday,0,8
2024-01-10 08:45:00,J-101,Main St & 5th Ave,148,60,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:45:00,J-102,Broadway & 8th,141,65,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:45:00,J-103,Park Ave & Central,99,64,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:45:00,J-104,Oak St & 2nd Ave,76,54,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:45:00,J-105,Elm Rd & North Ring,51,55,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:45:00,J-106,Lake View & Sector 3,38,61,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:45:00,J-107,Industrial Bypass,26,56,MODERATE,Clear,Wednesday,0,8
2024-01-10 08:45:00,J-108,Station Rd & MG Ave,163,70,HIGH,Clear,Wednesday,0,8
2024-01-10 09:00:00,J-101,Main St & 5th Ave,134,54,MODERATE,Light Rain,Wednesday,0,9
2024-01-10 09:00:00,J-102,Broadway & 8th,91,42,MODERATE,Light Rain,Wednesday,0,9
2024-01-10 09:00:00,J-103,Park Ave & Central,78,50,MODERATE,Light Rain,Wednesday,0,9
2024-01-10 09:00:00,J-104,Oak St & 2nd Ave,74,53,MODERATE,Light Rain,Wednesday,0,9
2024-01-10 09:00:00,J-105,Elm Rd & North Ring,51,55,MODERATE,Light Rain,Wednesday,0,9
2024-01-10 09:00:00,J-106,Lake View & Sector 3,33,53,MODERATE,Light Rain,Wednesday,0,9
2024-01-10 09:00:00,J-107,Industrial Bypass,,58,MODERATE,Light Rain,Wednesday,0,9
2024-01-10 09:00:00,J-108,Station Rd & MG Ave,148,64,MODERATE,Light Rain,Wednesday,0,9
2024-01-10 09:15:00,J-101,Main St & 5th Ave,112,45,MODERATE,Cloudy,Wednesday,0,9
2024-01-10 09:15:00,J-102,Broadway & 8th,112,52,MODERATE,Cloudy,Wednesday,0,9
2024-01-10 09:15:00,J-103,Park Ave & Central,107,69,MODERATE,Cloudy,Wednesday,0,9
2024-01-10 09:15:00,J-104,Oak St & 2nd Ave,94,67,MODERATE,Cloudy,Wednesday,0,9
2024-01-10 09:15:00,J-105,Elm Rd & North Ring,52,56,MODERATE,Cloudy,Wednesday,0,9
2024-01-10 09:15:00,J-106,Lake View & Sector 3,30,48,MODERATE,Cloudy,Wednesday,0,9
2024-01-10 09:15:00,J-107,Industrial Bypass,30,65,MODERATE,Cloudy,Wednesday,0,9
2024-01-10 09:15:00,J-108,Station Rd & MG Ave,127,55,MODERATE,Cloudy,Wednesday,0,9
2024-01-10 09:30:00,J-101,Main St & 5th Ave,90,36,LOW,Fog,Wednesday,0,9
2024-01-10 09:30:00,J-102,Broadway & 8th,81,37,LOW,Fog,Wednesday,0,9
2024-01-10 09:30:00,J-103,Park Ave & Central,56,36,LOW,Fog,Wednesday,0,9
2024-01-10 09:30:00,J-104,Oak St & 2nd Ave,49,35,LOW,Fog,Wednesday,0,9
2024-01-10 09:30:00,J-105,Elm Rd & North Ring,35,37,LOW,Fog,Wednesday,0,9
2024-01-10 09:30:00,J-106,Lake View & Sector 3,22,35,LOW,Fog,Wednesday,0,9
2024-01-10 09:30:00,J-107,Industrial Bypass,13,28,LOW,Fog,Wednesday,0,9
2024-01-10 09:30:00,J-108,Station Rd & MG Ave,86,37,LOW,Fog,Wednesday,0,9
2024-01-10 09:45:00,J-101,Main St & 5th Ave,96,39,LOW,Clear,Wednesday,0,9
2024-01-10 09:45:00,J-102,Broadway & 8th,104,48,MODERATE,Clear,Wednesday,0,9
2024-01-10 09:45:00,J-103,Park Ave & Central,65,42,MODERATE,Clear,Wednesday,0,9
2024-01-10 09:45:00,J-104,Oak St & 2nd Ave,57,41,MODERATE,Clear,Wednesday,0,9
2024-01-10 09:45:00,J-105,Elm Rd & North Ring,32,34,LOW,Clear,Wednesday,0,9
2024-01-10 09:45:00,J-106,Lake View & Sector 3,23,37,LOW,Clear,Wednesday,0,9
2024-01-10 09:45:00,J-107,Industrial Bypass,16,34,LOW,Clear,Wednesday,0,9
2024-01-10 09:45:00,J-108,Station Rd & MG Ave,100,43,MODERATE,Clear,Wednesday,0,9
2024-01-10 10:00:00,J-101,Main St & 5th Ave,78,31,LOW,Cloudy,Wednesday,0,10
2024-01-10 10:00:00,J-102,Broadway & 8th,67,31,LOW,Cloudy,Wednesday,0,10
2024-01-10 10:00:00,J-103,Park Ave & Central,58,37,LOW,Cloudy,Wednesday,0,10
2024-01-10 10:00:00,J-104,Oak St & 2nd Ave,39,28,LOW,Cloudy,Wednesday,0,10
2024-01-10 10:00:00,J-105,Elm Rd & North Ring,26,28,LOW,Cloudy,Wednesday,0,10
2024-01-10 10:00:00,J-106,Lake View & Sector 3,18,29,LOW,Cloudy,Wednesday,0,10
2024-01-10 10:00:00,J-107,Industrial Bypass,12,26,LOW,Cloudy,Wednesday,0,10
2024-01-10 10:00:00,J-108,Station Rd & MG Ave,58,25,LOW,Cloudy,Wednesday,0,10
2024-01-10 10:15:00,J-101,Main St & 5th Ave,24,9,LOW,Fog,Wednesday,0,10
2024-01-10 10:15:00,J-102,Broadway & 8th,22,10,LOW,Fog,Wednesday,0,10
2024-01-10 10:15:00,J-103,Park Ave & Central,13,8,LOW,Fog,Wednesday,0,10
2024-01-10 10:15:00,J-104,Oak St & 2nd Ave,12,8,LOW,Fog,Wednesday,0,10
2024-01-10 10:15:00,J-105,Elm Rd & North Ring,9,9,LOW,Fog,Wednesday,0,10
2024-01-10 10:15:00,J-106,Lake View & Sector 3,6,9,LOW,Fog,Wednesday,0,10
2024-01-10 10:15:00,J-107,Industrial Bypass,4,8,LOW,Fog,Wednesday,0,10
2024-01-10 10:15:00,J-108,Station Rd & MG Ave,22,9,LOW,Fog,Wednesday,0,10
2024-01-10 10:30:00,J-101,Main St & 5th Ave,21,8,LOW,Clear,Wednesday,0,10
2024-01-10 10:30:00,J-102,Broadway & 8th,29,13,LOW,Clear,Wednesday,0,10
2024-01-10 10:30:00,J-103,Park Ave & Central,22,14,LOW,Clear,Wednesday,0,10
2024-01-10 10:30:00,J-104,Oak St & 2nd Ave,16,11,LOW,Clear,Wednesday,0,10
2024-01-10 10:30:00,J-105,Elm Rd & North Ring,13,14,LOW,Clear,Wednesday,0,10
2024-01-10 10:30:00,J-106,Lake View & Sector 3,8,13,LOW,Clear,Wednesday,0,10
2024-01-10 10:30:00,J-107,Industrial Bypass,5,10,LOW,Clear,Wednesday,0,10
2024-01-10 10:30:00,J-108,Station Rd & MG Ave,36,15,LOW,Clear,Wednesday,0,10
2024-01-10 10:45:00,J-101,Main St & 5th Ave,36,14,LOW,Clear,Wednesday,0,10
2024-01-10 10:45:00,J-102,Broadway & 8th,27,12,LOW,Clear,Wednesday,0,10
2024-01-10 10:45:00,J-103,Park Ave & Central,15,9,LOW,Clear,Wednesday,0,10
2024-01-10 10:45:00,J-104,Oak St & 2nd Ave,17,12,LOW,Clear,Wednesday,0,10
2024-01-10 10:45:00,J-105,Elm Rd & North Ring,12,13,LOW,Clear,Wednesday,0,10
2024-01-10 10:45:00,J-106,Lake View & Sector 3,6,9,LOW,Clear,Wednesday,0,10
2024-01-10 10:45:00,J-107,Industrial Bypass,5,10,LOW,Clear,Wednesday,0,10
2024-01-10 10:45:00,J-108,Station Rd & MG Ave,33,14,LOW,Clear,Wednesday,0,10
2024-01-10 11:00:00,J-101,Main St & 5th Ave,18,7,LOW,Fog,Wednesday,0,11
2024-01-10 11:00:00,J-102,Broadway & 8th,19,8,LOW,Fog,Wednesday,0,11
2024-01-10 11:00:00,J-103,Park Ave & Central,13,8,LOW,Fog,Wednesday,0,11
2024-01-10 11:00:00,J-104,Oak St & 2nd Ave,13,9,LOW,Fog,Wednesday,0,11
2024-01-10 11:00:00,J-105,Elm Rd & North Ring,8,8,LOW,Fog,Wednesday,0,11
2024-01-10 11:00:00,J-106,Lake View & Sector 3,7,11,LOW,Fog,Wednesday,0,11
2024-01-10 11:00:00,J-107,Industrial Bypass,3,6,LOW,Fog,Wednesday,0,11
2024-01-10 11:00:00,J-108,Station Rd & MG Ave,18,7,LOW,Fog,Wednesday,0,11
2024-01-10 11:15:00,J-101,Main St & 5th Ave,32,13,LOW,Clear,Wednesday,0,11
2024-01-10 11:15:00,J-102,Broadway & 8th,24,11,LOW,Clear,Wednesday,0,11
2024-01-10 11:15:00,J-103,Park Ave & Central,15,9,LOW,Clear,Wednesday,0,11
2024-01-10 11:15:00,J-104,Oak St & 2nd Ave,18,13,LOW,Clear,Wednesday,0,11
2024-01-10 11:15:00,J-105,Elm Rd & North Ring,11,11,LOW,Clear,Wednesday,0,11
2024-01-10 11:15:00,J-106,Lake View & Sector 3,9,14,LOW,Clear,Wednesday,0,11
2024-01-10 11:15:00,J-107,Industrial Bypass,6,13,LOW,Clear,Wednesday,0,11
2024-01-10 11:15:00,J-108,Station Rd & MG Ave,29,12,LOW,Clear,Wednesday,0,11
2024-01-10 11:30:00,J-101,Main St & 5th Ave,25,10,LOW,Light Rain,Wednesday,0,11
2024-01-10 11:30:00,J-102,Broadway & 8th,26,12,LOW,Light Rain,Wednesday,0,11
2024-01-10 11:30:00,J-103,Park Ave & Central,12,7,LOW,Light Rain,Wednesday,0,11
2024-01-10 11:30:00,J-104,Oak St & 2nd Ave,15,10,LOW,Light Rain,Wednesday,0,11
2024-01-10 11:30:00,J-105,Elm Rd & North Ring,10,10,LOW,Light Rain,Wednesday,0,11
2024-01-10 11:30:00,J-106,Lake View & Sector 3,7,11,LOW,Light Rain,Wednesday,0,11
2024-01-10 11:30:00,J-107,Industrial Bypass,5,10,LOW,Light Rain,Wednesday,0,11
2024-01-10 11:30:00,J-108,Station Rd & MG Ave,23,9,LOW,Light Rain,Wednesday,0,11
2024-01-10 11:45:00,J-101,Main St & 5th Ave,32,13,LOW,Clear,Wednesday,0,11
2024-01-10 11:45:00,J-102,Broadway & 8th,27,12,LOW,Clear,Wednesday,0,11
2024-01-10 11:45:00,J-103,Park Ave & Central,20,13,LOW,Clear,Wednesday,0,11
2024-01-10 11:45:00,J-104,Oak St & 2nd Ave,18,13,LOW,Clear,Wednesday,0,11
2024-01-10 11:45:00,J-105,Elm Rd & North Ring,14,15,LOW,Clear,Wednesday,0,11
2024-01-10 11:45:00,J-106,Lake View & Sector 3,8,13,LOW,Clear,Wednesday,0,11
2024-01-10 11:45:00,J-107,Industrial Bypass,7,15,LOW,Clear,Wednesday,0,11
2024-01-10 11:45:00,J-108,Station Rd & MG Ave,29,12,LOW,Clear,Wednesday,0,11
2024-01-10 12:00:00,J-101,Main St & 5th Ave,60,24,LOW,Clear,Wednesday,0,12
2024-01-10 12:00:00,J-102,Broadway & 8th,55,25,LOW,Clear,Wednesday,0,12
2024-01-10 12:00:00,J-103,Park Ave & Central,37,24,LOW,Clear,Wednesday,0,12
2024-01-10 12:00:00,J-104,Oak St & 2nd Ave,35,25,LOW,Clear,Wednesday,0,12
2024-01-10 12:00:00,J-105,Elm Rd & North Ring,26,28,LOW,Clear,Wednesday,0,12
2024-01-10 12:00:00,J-106,Lake View & Sector 3,14,22,LOW,Clear,Wednesday,0,12
2024-01-10 12:00:00,J-107,Industrial Bypass,11,23,LOW,Clear,Wednesday,0,12
2024-01-10 12:00:00,J-108,Station Rd & MG Ave,62,26,LOW,Clear,Wednesday,0,12
2024-01-10 12:15:00,J-101,Main St & 5th Ave,66,26,LOW,Clear,Wednesday,0,12
2024-01-10 12:15:00,J-102,Broadway & 8th,45,20,LOW,Clear,Wednesday,0,12
2024-01-10 12:15:00,J-103,Park Ave & Central,40,26,LOW,Clear,Wednesday,0,12
2024-01-10 12:15:00,J-104,Oak St & 2nd Ave,33,23,LOW,Clear,Wednesday,0,12
2024-01-10 12:15:00,J-105,Elm Rd & North Ring,21,22,LOW,Clear,Wednesday,0,12
2024-01-10 12:15:00,J-106,Lake View & Sector 3,13,21,LOW,Clear,Wednesday,0,12
2024-01-10 12:15:00,J-107,Industrial Bypass,9,19,LOW,Clear,Wednesday,0,12
2024-01-10 12:15:00,J-108,Station Rd & MG Ave,47,20,LOW,Clear,Wednesday,0,12
2024-01-10 12:30:00,J-101,Main St & 5th Ave,61,24,LOW,Cloudy,Wednesday,0,12
2024-01-10 12:30:00,J-102,Broadway & 8th,56,26,LOW,Cloudy,Wednesday,0,12
2024-01-10 12:30:00,J-103,Park Ave & Central,30,19,LOW,Cloudy,Wednesday,0,12
2024-01-10 12:30:00,J-104,Oak St & 2nd Ave,27,19,LOW,Cloudy,Wednesday,0,12
2024-01-10 12:30:00,J-105,Elm Rd & North Ring,23,24,LOW,Cloudy,Wednesday,0,12
2024-01-10 12:30:00,J-106,Lake View & Sector 3,14,22,LOW,Cloudy,Wednesday,0,12
2024-01-10 12:30:00,J-107,Industrial Bypass,10,21,LOW,Cloudy,Wednesday,0,12
2024-01-10 12:30:00,J-108,Station Rd & MG Ave,65,28,LOW,Cloudy,Wednesday,0,12
2024-01-10 12:45:00,J-101,Main St & 5th Ave,71,28,LOW,Clear,Wednesday,0,12
2024-01-10 12:45:00,J-102,Broadway & 8th,60,27,LOW,Clear,Wednesday,0,12
2024-01-10 12:45:00,J-103,Park Ave & Central,32,20,LOW,Clear,Wednesday,0,12
2024-01-10 12:45:00,J-104,Oak St & 2nd Ave,46,33,LOW,Clear,Wednesday,0,12
2024-01-10 12:45:00,J-105,Elm Rd & North Ring,20,21,LOW,Clear,Wednesday,0,12
2024-01-10 12:45:00,J-106,Lake View & Sector 3,16,26,LOW,Clear,Wednesday,0,12
2024-01-10 12:45:00,J-107,Industrial Bypass,11,23,LOW,Clear,Wednesday,0,12
2024-01-10 12:45:00,J-108,Station Rd & MG Ave,48,20,LOW,Clear,Wednesday,0,12
2024-01-10 13:00:00,J-101,Main St & 5th Ave,74,30,LOW,Cloudy,Wednesday,0,13
2024-01-10 13:00:00,J-102,Broadway & 8th,54,25,LOW,Cloudy,Wednesday,0,13
2024-01-10 13:00:00,J-103,Park Ave & Central,34,22,LOW,Cloudy,Wednesday,0,13
2024-01-10 13:00:00,J-104,Oak St & 2nd Ave,32,23,LOW,Cloudy,Wednesday,0,13
2024-01-10 13:00:00,J-105,Elm Rd & North Ring,22,23,LOW,Cloudy,Wednesday,0,13
2024-01-10 13:00:00,J-106,Lake View & Sector 3,11,17,LOW,Cloudy,Wednesday,0,13
2024-01-10 13:00:00,J-107,Industrial Bypass,10,21,LOW,Cloudy,Wednesday,0,13
2024-01-10 13:00:00,J-108,Station Rd & MG Ave,60,26,LOW,Cloudy,Wednesday,0,13
2024-01-10 13:15:00,J-101,Main St & 5th Ave,59,23,LOW,Clear,Wednesday,0,13
2024-01-10 13:15:00,J-102,Broadway & 8th,62,28,LOW,Clear,Wednesday,0,13
2024-01-10 13:15:00,J-103,Park Ave & Central,43,27,LOW,Clear,Wednesday,0,13
2024-01-10 13:15:00,J-104,Oak St & 2nd Ave,37,26,LOW,Clear,Wednesday,0,13
2024-01-10 13:15:00,J-105,Elm Rd & North Ring,27,29,LOW,Clear,Wednesday,0,13
2024-01-10 13:15:00,J-106,Lake View & Sector 3,17,27,LOW,Clear,Wednesday,0,13
2024-01-10 13:15:00,J-107,Industrial Bypass,11,23,LOW,Clear,Wednesday,0,13
2024-01-10 13:15:00,J-108,Station Rd & MG Ave,68,29,LOW,Clear,Wednesday,0,13
2024-01-10 13:30:00,J-101,Main St & 5th Ave,59,23,LOW,Clear,Wednesday,0,13
2024-01-10 13:30:00,J-102,Broadway & 8th,66,30,LOW,Clear,Wednesday,0,13
2024-01-10 13:30:00,J-103,Park Ave & Central,43,27,LOW,Clear,Wednesday,0,13
2024-01-10 13:30:00,J-104,Oak St & 2nd Ave,36,26,LOW,Clear,Wednesday,0,13
2024-01-10 13:30:00,J-105,Elm Rd & North Ring,23,24,LOW,Clear,Wednesday,0,13
2024-01-10 13:30:00,J-106,Lake View & Sector 3,16,26,LOW,Clear,Wednesday,0,13
2024-01-10 13:30:00,J-107,Industrial Bypass,11,23,LOW,Clear,Wednesday,0,13
2024-01-10 13:30:00,J-108,Station Rd & MG Ave,53,22,LOW,Clear,Wednesday,0,13
2024-01-10 13:45:00,J-101,Main St & 5th Ave,30,12,LOW,Clear,Wednesday,0,13
2024-01-10 13:45:00,J-102,Broadway & 8th,36,16,LOW,Clear,Wednesday,0,13
2024-01-10 13:45:00,J-103,Park Ave & Central,18,11,LOW,Clear,Wednesday,0,13
2024-01-10 13:45:00,J-104,Oak St & 2nd Ave,18,13,LOW,Clear,Wednesday,0,13
2024-01-10 13:45:00,J-105,Elm Rd & North Ring,12,13,LOW,Clear,Wednesday,0,13
2024-01-10 13:45:00,J-106,Lake View & Sector 3,8,13,LOW,Clear,Wednesday,0,13
2024-01-10 13:45:00,J-107,Industrial Bypass,6,13,LOW,Clear,Wednesday,0,13
2024-01-10 13:45:00,J-108,Station Rd & MG Ave,31,13,LOW,Clear,Wednesday,0,13
2024-01-10 14:00:00,J-101,Main St & 5th Ave,39,15,LOW,Clear,Wednesday,0,14
2024-01-10 14:00:00,J-102,Broadway & 8th,28,13,LOW,Clear,Wednesday,0,14
2024-01-10 14:00:00,J-103,Park Ave & Central,17,11,LOW,Clear,Wednesday,0,14
2024-01-10 14:00:00,J-104,Oak St & 2nd Ave,16,11,LOW,Clear,Wednesday,0,14
2024-01-10 14:00:00,J-105,Elm Rd & North Ring,12,13,LOW,Clear,Wednesday,0,14
2024-01-10 14:00:00,J-106,Lake View & Sector 3,8,13,LOW,Clear,Wednesday,0,14
2024-01-10 14:00:00,J-107,Industrial Bypass,5,10,LOW,Clear,Wednesday,0,14
2024-01-10 14:00:00,J-108,Station Rd & MG Ave,32,13,LOW,Clear,Wednesday,0,14
2024-01-10 14:15:00,J-101,Main St & 5th Ave,31,12,LOW,Hazy,Wednesday,0,14
2024-01-10 14:15:00,J-102,Broadway & 8th,25,11,LOW,Hazy,Wednesday,0,14
2024-01-10 14:15:00,J-103,Park Ave & Central,19,12,LOW,Hazy,Wednesday,0,14
2024-01-10 14:15:00,J-104,Oak St & 2nd Ave,14,10,LOW,Hazy,Wednesday,0,14
2024-01-10 14:15:00,J-105,Elm Rd & North Ring,11,11,LOW,Hazy,Wednesday,0,14
2024-01-10 14:15:00,J-106,Lake View & Sector 3,7,11,LOW,Hazy,Wednesday,0,14
2024-01-10 14:15:00,J-107,Industrial Bypass,5,10,LOW,Hazy,Wednesday,0,14
2024-01-10 14:15:00,J-108,Station Rd & MG Ave,25,10,LOW,Hazy,Wednesday,0,14
2024-01-10 14:30:00,J-101,Main St & 5th Ave,30,12,LOW,Clear,Wednesday,0,14
2024-01-10 14:30:00,J-102,Broadway & 8th,26,12,LOW,Clear,Wednesday,0,14
2024-01-10 14:30:00,J-103,Park Ave & Central,21,13,LOW,Clear,Wednesday,0,14
2024-01-10 14:30:00,J-104,Oak St & 2nd Ave,16,11,LOW,Clear,Wednesday,0,14
2024-01-10 14:30:00,J-105,Elm Rd & North Ring,9,9,LOW,Clear,Wednesday,0,14
2024-01-10 14:30:00,J-106,Lake View & Sector 3,9,14,LOW,Clear,Wednesday,0,14
2024-01-10 14:30:00,J-107,Industrial Bypass,6,13,LOW,Clear,Wednesday,0,14
2024-01-10 14:30:00,J-108,Station Rd & MG Ave,28,12,LOW,Clear,Wednesday,0,14
2024-01-10 14:45:00,J-101,Main St & 5th Ave,32,13,LOW,Clear,Wednesday,0,14
2024-01-10 14:45:00,J-102,Broadway & 8th,36,16,LOW,Clear,Wednesday,0,14
2024-01-10 14:45:00,J-103,Park Ave & Central,21,13,LOW,Clear,Wednesday,0,14
2024-01-10 14:45:00,J-104,Oak St & 2nd Ave,18,13,LOW,Clear,Wednesday,0,14
2024-01-10 14:45:00,J-105,Elm Rd & North Ring,12,13,LOW,Clear,Wednesday,0,14
2024-01-10 14:45:00,J-106,Lake View & Sector 3,7,11,LOW,Clear,Wednesday,0,14
2024-01-10 14:45:00,J-107,Industrial Bypass,7,15,LOW,Clear,Wednesday,0,14
2024-01-10 14:45:00,J-108,Station Rd & MG Ave,25,10,LOW,Clear,Wednesday,0,14
2024-01-10 15:00:00,J-101,Main St & 5th Ave,34,13,LOW,Clear,Wednesday,0,15
2024-01-10 15:00:00,J-102,Broadway & 8th,28,13,LOW,Clear,Wednesday,0,15
2024-01-10 15:00:00,J-103,Park Ave & Central,20,13,LOW,Clear,Wednesday,0,15
2024-01-10 15:00:00,J-104,Oak St & 2nd Ave,16,11,LOW,Clear,Wednesday,0,15
2024-01-10 15:00:00,J-105,Elm Rd & North Ring,11,11,LOW,Clear,Wednesday,0,15
2024-01-10 15:00:00,J-106,Lake View & Sector 3,8,13,LOW,Clear,Wednesday,0,15
2024-01-10 15:00:00,J-107,Industrial Bypass,6,13,LOW,Clear,Wednesday,0,15
